id,name,artist,album,album_art_url,duration_ms,popularity,explicit,release_year,uri,tag_energetic,tag_high_energy,tag_upbeat,tag_uptempo,tag_calm,tag_relaxing,tag_mellow,tag_lo_fi,tag_ambient,tag_happy,tag_feel_good,tag_uplifting,tag_sad,tag_melancholic,tag_melancholy,tag_dark,tag_depressing,tag_angry,tag_aggressive,tag_intense,tag_workout,tag_running,tag_gym,tag_study,tag_focus,tag_concentration,tag_sleep,tag_party,tag_dance,tag_dancing,tag_club,tag_chill,tag_chillout,tag_background,tag_acoustic,tag_electronic,tag_instrumental,tag_indie,tag_pop,tag_hip_hop,tag_rap,tag_rock,tag_metal,tag_jazz,tag_classical,tag_soul,tag_rnb,tag_randb,listeners_log,playcount_log,mood_score,energy_proxy,release_recency,cluster_id,mood_label
6hCO3Gagyu9kyG4frM4WoD,kruja,Brayden Potts,kruja,https://i.scdn.co/image/ab67616d0000b2733db4e35b9f9161f1bceba6f7,101653,0,0,2024,spotify:track:6hCO3Gagyu9kyG4frM4WoD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.846337112129805,3.379124146070392,0.0,0.0,0.9512195121951219,3,Late Night / Dark
2JMWp3BlGR8TmEdPf1wgPx,meaningful love - slowed instrumental,Silo,meaningful love (slowed instrumental),https://i.scdn.co/image/ab67616d0000b273956fd7c7e26471065137ddd6,152000,0,0,2026,spotify:track:2JMWp3BlGR8TmEdPf1wgPx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0876749600367575,4.87567463291369,0.0,0.0,1.0,2,Late Night / Dark
0knXzoSajm0kMXOVH1dJNV,Pardon Me,Joey Bada$$,Pardon Me,https://i.scdn.co/image/ab67616d0000b273d66fa87cf9729afbe796d78c,240000,0,1,2025,spotify:track:0knXzoSajm0kMXOVH1dJNV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57890268604763,5.080200640759894,0.0,0.0,0.975609756097561,0,Chill / Relaxed
4IKG0oDjlYYJKSGhPxaoSd,How to Pretend,Lucy Bedroque,Fête de la Vanille,https://i.scdn.co/image/ab67616d0000b2730f47645df6ba416fc11e0290,224086,0,0,2024,spotify:track:4IKG0oDjlYYJKSGhPxaoSd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.122779276077748,6.357381912573447,0.0,0.0,0.9512195121951219,1,Chill / Relaxed
0H7VNCG748zBvjw6O58zV5,reach,quannnic,reach,https://i.scdn.co/image/ab67616d0000b273e36b8ec3497245eb83fc881b,181621,0,1,2021,spotify:track:0H7VNCG748zBvjw6O58zV5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094610863032137,4.925322407160555,0.0,0.0,0.8780487804878049,2,Late Night / Dark
0tFsoMuUuenJYa3KwZBwDo,We Got It,Metrik,LIFE/THRILLS,https://i.scdn.co/image/ab67616d0000b273d0e451e111bb2a1af121f764,243542,0,0,2016,spotify:track:0tFsoMuUuenJYa3KwZBwDo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.012246519985071,4.833127979575862,0.0,0.0,0.7560975609756098,0,Chill / Relaxed
3qDDVwUHgQB43e4ZnUYnZT,MONTAGEM VOZES INDICADOR - Slowed,heapper,MONTAGEM VOZES INDICADOR,https://i.scdn.co/image/ab67616d0000b273d5ebd2907ff71e83977e6fd0,96855,0,0,2025,spotify:track:3qDDVwUHgQB43e4ZnUYnZT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0319333402756055,4.698509408026007,0.0,0.0,0.975609756097561,2,Late Night / Dark
1NiAMp0CzUdG6e97VYRB1a,In the Aeroplane Over the Sea,Neutral Milk Hotel,In the Aeroplane Over the Sea,https://i.scdn.co/image/ab67616d0000b273bc1e41eed3ddbdfff6f2d74b,202346,0,0,1998,spotify:track:1NiAMp0CzUdG6e97VYRB1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.122061143544507,7.258426404787013,0.0,0.0,0.3170731707317073,1,Chill / Relaxed
2pMPWE7PJH1PizfgGRMnR9,Bad Religion,Frank Ocean,channel ORANGE,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,175453,0,0,2012,spotify:track:2pMPWE7PJH1PizfgGRMnR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,1.0,6.039780041511619,7.140136125243052,0.0,0.0,0.6585365853658537,1,Chill / Relaxed
1VWgYVr3QIHe91zKsNRi9i,moderation is better for us,Cosmo's Demos,moderation is better for us,https://i.scdn.co/image/ab67616d0000b27359e1f7fe88938473f0928aa4,120533,0,1,2023,spotify:track:1VWgYVr3QIHe91zKsNRi9i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.09694475517694,4.895107485406046,0.0,0.0,0.926829268292683,2,Late Night / Dark
3zCtbjAooMWERg9GimDAF6,Picking up The Bro's,BoofPaxkMooky,Look At What You've Done,https://i.scdn.co/image/ab67616d0000b2734b5c1b7984ac1425ba4a060c,226656,0,1,2024,spotify:track:3zCtbjAooMWERg9GimDAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73559889969818,4.59990489536868,0.0,0.0,0.9512195121951219,0,Chill / Relaxed
1jnU6ZJXnSSwxfmjGGed2J,Holy Forever,Chris Tomlin,Always,https://i.scdn.co/image/ab67616d0000b2731fb4c91363da6cb4a3a4bd95,308066,0,0,2022,spotify:track:1jnU6ZJXnSSwxfmjGGed2J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.495072323550405,5.456287063316679,0.0,0.0,0.9024390243902439,0,Chill / Relaxed
3QG8Yivxf4Zm3x4ReHHMaT,all that iii need .∘∞,sh1ny,all that iii need .∘∞,https://i.scdn.co/image/ab67616d0000b2734fd6b86e419704ec3b86db3b,128961,0,0,2025,spotify:track:3QG8Yivxf4Zm3x4ReHHMaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9180827846421873,4.450864692379766,0.0,0.0,0.975609756097561,2,Late Night / Dark
4dwzKa5RDpaYcNvet0tQUr,roma,LULU Suicide,hi im ready to die,https://i.scdn.co/image/ab67616d0000b27399e217e1f9172c2df4ff3344,214000,0,0,2024,spotify:track:4dwzKa5RDpaYcNvet0tQUr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926805310111606,4.577985557745648,0.0,0.0,0.9512195121951219,0,Chill / Relaxed
0jgS3Mw4Q32NSb6r3iDh4J,Gwen Everest,Panchiko,Failed at Math(s),https://i.scdn.co/image/ab67616d0000b2738ecdfaae685756f3aa4ae7f0,184765,0,0,2023,spotify:track:0jgS3Mw4Q32NSb6r3iDh4J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55094343240327,6.5093899142521545,0.0,0.0,0.926829268292683,1,Chill / Relaxed
6Y16szIjrhu91wNbHTDqhX,take me by the hand,Oklou,choke enough,https://i.scdn.co/image/ab67616d0000b27308da36b621d12bb2087cf56c,171570,0,0,2025,spotify:track:6Y16szIjrhu91wNbHTDqhX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,5.365867826406126,6.354992461854226,0.0125,0.0,0.975609756097561,1,Chill / Relaxed
0yU6wxzzfH4RIVIiHDrPbQ,science - edit,melodybloom,science - edit,https://i.scdn.co/image/ab67616d0000b2730e78add6a12cfae03d1d5af0,217600,0,0,2024,spotify:track:0yU6wxzzfH4RIVIiHDrPbQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32068622098333,4.9581862794642095,0.0,0.0,0.9512195121951219,0,Chill / Relaxed
3zlZtPA1KtzLGeLIrBOSja,don't you feel strange?,MISFIRE,don't you feel strange?,https://i.scdn.co/image/ab67616d0000b2735562412555c2c602000a609d,229829,0,0,2025,spotify:track:3zlZtPA1KtzLGeLIrBOSja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.449324093098727,5.021007270859423,0.0,0.0,0.975609756097561,0,Chill / Relaxed
2PaWPe11HgmyYMcnMinLPF,MERRY-GO-ROUND,Bladee,EXETER,https://i.scdn.co/image/ab67616d0000b27363f259ea7e75e1f76b6f1475,123999,0,0,2020,spotify:track:2PaWPe11HgmyYMcnMinLPF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.032489823127839,6.204308045728929,0.0,0.0,0.8536585365853658,2,Late Night / Dark
48AddYWpZJG2ON0wA1Uae2,Holy (Song Of The Ages) - Live,The Belonging Co,Holy (Song Of The Ages) [Live],https://i.scdn.co/image/ab67616d0000b2733b54e260a29f3998d9a33afc,381995,0,0,2020,spotify:track:48AddYWpZJG2ON0wA1Uae2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.113943352306837,3.8664645659717403,0.0,0.0,0.8536585365853658,0,Chill / Relaxed
7HAMOncV54OLHqXuKRBXIh,So Will I (100 Billion X),Hillsong UNITED,Wonder,https://i.scdn.co/image/ab67616d0000b273947b6030144c9e39bec6e46b,411004,0,0,2017,spotify:track:7HAMOncV54OLHqXuKRBXIh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.7797695974111445,5.771893069628238,0.0,0.0,0.7804878048780488,0,Chill / Relaxed
3IkxH6ROqvuSfp5UhmPrC1,You Again,Kate Havnevik,Melankton,https://i.scdn.co/image/ab67616d0000b27320f7cd99b8513467f2b62355,203888,0,0,2006,spotify:track:3IkxH6ROqvuSfp5UhmPrC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.729440187661316,5.367760204479341,0.0,0.0,0.5121951219512195,2,Late Night / Dark
0Uyh92tLyb9JawG8lmWCzJ,Differences,Ginuwine,The Life,https://i.scdn.co/image/ab67616d0000b273a7a72fa27131a7aa9048e738,265533,0,0,2001,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.64,1.0,1.0,5.636263168557453,6.273349725940424,0.0,0.0,0.3902439024390244,1,Chill / Relaxed
1JV9bkbVj1ctA61WzVl7mQ,Made Your Mark,Hail The Sun,New Age Filth,https://i.scdn.co/image/ab67616d0000b273212221a0dffa730ba07a4de6,165372,0,0,2021,spotify:track:1JV9bkbVj1ctA61WzVl7mQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9208170167709735,5.913991241335925,0.0,0.0,0.8780487804878049,2,Late Night / Dark
73WkzdNcsW6sDkKbjfseuZ,wide eyes,kmoe,wide eyes,https://i.scdn.co/image/ab67616d0000b273b1aa7a7f3d8789334678e41b,229512,0,1,2021,spotify:track:73WkzdNcsW6sDkKbjfseuZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585144764065751,5.5969301102663245,0.0,0.0,0.8780487804878049,0,Chill / Relaxed
4fSZ0TgFfg4wMqekZBWMpe,Imitadora,Romeo Santos,Golden,https://i.scdn.co/image/ab67616d0000b27378b5a87d85ca811c5658d04f,234828,0,0,2017,spotify:track:4fSZ0TgFfg4wMqekZBWMpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53984484724803,6.542890006351206,0.0,0.0,0.7804878048780488,1,Chill / Relaxed
7d0qXdQqxmcamX8zffcGiZ,i might break,gudyy,i might break,https://i.scdn.co/image/ab67616d0000b2734af2790e12bae9ffdd09eb94,98416,0,0,2025,spotify:track:7d0qXdQqxmcamX8zffcGiZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625723909525756,4.444638030501577,0.0,0.0,0.975609756097561,3,Late Night / Dark
3H10bwNwqqfpx6DKvvL6UI,I'll Sing For You (Will You Ever Know),Love Letter,You Look Good In Red,https://i.scdn.co/image/ab67616d0000b273fb34d603312a0dd1e30284b2,218368,0,0,2025,spotify:track:3H10bwNwqqfpx6DKvvL6UI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.408680821810468,5.0790835187944685,0.0,0.0,0.975609756097561,0,Chill / Relaxed
4nkBL9MVNCSfUJpNHKeiyb,Open Window - Original Mix,Anna Yvette,Open Window,https://i.scdn.co/image/ab67616d0000b27325227283e1eefc4668e3079e,237176,0,0,2013,spotify:track:4nkBL9MVNCSfUJpNHKeiyb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.264723400902,5.109092350960069,0.0,0.0,0.6829268292682927,0,Chill / Relaxed
2VRYSgoKZZamsXCqcGnEIG,"Yes, You May",Lucy Bedroque,Unmusique,https://i.scdn.co/image/ab67616d0000b27335c2d75dff53d549933ca10b,113591,0,1,2025,spotify:track:2VRYSgoKZZamsXCqcGnEIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994383149855677,5.976864682017551,0.0,0.0,0.975609756097561,2,Late Night / Dark
2hY9mOKGblxfNFl2GOQKj4,Love Me,JMSN,Soft Spot,https://i.scdn.co/image/ab67616d0000b2737d1d21c3b560508dd1d1fd9d,273010,0,0,2023,spotify:track:2hY9mOKGblxfNFl2GOQKj4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.5,5.099894628587874,5.909725542153385,0.0,0.0,0.926829268292683,0,Chill / Relaxed
2MGNE0oyP0RevZfhoeKLYu,Unslept (Slowed),Miraidempa,Unslept Slowed,https://i.scdn.co/image/ab67616d0000b2731c7c973c1dc4680f8e8ba794,153452,0,0,2025,spotify:track:2MGNE0oyP0RevZfhoeKLYu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.481901047314525,5.1972502253882675,0.0,0.0,0.975609756097561,2,Late Night / Dark
2jSPv8PwzJkKXYAOcLJ49Z,There for you,Neotokyo Police,Lost at sea,https://i.scdn.co/image/ab67616d0000b273f46d5bff196cf38a223790e6,223914,0,0,2025,spotify:track:2jSPv8PwzJkKXYAOcLJ49Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0342272607705505,4.56908115970042,0.0,0.0,0.975609756097561,0,Chill / Relaxed
5SF45SCMCkGMKJgpvEmpMN,Mumble,Whirr,Sway,https://i.scdn.co/image/ab67616d0000b27341b1d551036f5c1709c1e562,154920,0,0,2014,spotify:track:5SF45SCMCkGMKJgpvEmpMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.279790098339496,6.171412536874967,0.0,0.0,0.7073170731707317,2,Late Night / Dark
6bxukxNnfPyph0sqhnGhpW,wutiwant - SLOWD,saraunh0ly,wutuwant,https://i.scdn.co/image/ab67616d0000b27398f96551e4c468d48f48f3e3,106173,0,1,2024,spotify:track:6bxukxNnfPyph0sqhnGhpW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.081264474257699,6.188775821395848,0.0,0.0,0.9512195121951219,2,Late Night / Dark
1urgZoAjz91vFqPEokA1OR,movies for guys,Jane Remover,Frailty,https://i.scdn.co/image/ab67616d0000b273357b1f848cf2a05d21e77db4,345796,0,0,2021,spotify:track:1urgZoAjz91vFqPEokA1OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.113093977659567,6.243022661980655,0.0,0.0,0.8780487804878049,0,Chill / Relaxed
37rMfRGqRK0Sb7wIK9Z43V,Fright Night,Punkinloveee,Fright Night,https://i.scdn.co/image/ab67616d0000b2739415446797c83d0cef3dfb7c,91407,0,1,2020,spotify:track:37rMfRGqRK0Sb7wIK9Z43V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4604467838807205,5.307846754859583,0.0,0.0,0.8536585365853658,2,Late Night / Dark
